项目名称,id,确权区域ID,初始日期,项目进展情况,填海情况,填海超面积情况,海域使用上报情况,动态监测情况,违法情况,用海调整情况,调整上报情况,调整上报审批情况,确权发证情况,受益方上报情况,受益方上报审批情况,relevance
项目名称762,762,543,2016-05-01,竣工,填海,超面积,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,未通过,0.16965727508068085
项目名称1021,1021,739,2015-06-01,开工,未填海,正常,已上报,未监测,合法,无调整,未上报,未通过,已发证,已上报,已通过,0.16965727508068085
项目名称1022,1022,739,2015-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,未上报,未通过,0.16965727508068085
项目名称1534,1534,1098,2015-06-01,竣工,未填海,正常,已上报,未监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.16965727508068085
项目名称1536,1536,1101,2012-06-01,竣工,填海,正常,上报预警,已监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称1794,1794,1299,2015-05-01,开工,填海,超面积,上报预警,已监测,合法,有调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称269,269,189,2014-04-01,竣工,未填海,超面积,上报预警,已监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称1046,1046,755,2013-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,未上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称2327,2327,1698,2012-05-01,竣工,未填海,正常,上报预警,未监测,违法,有调整,未上报,未通过,已发证,已上报,已通过,0.1696571558713913
项目名称792,792,567,2015-05-01,竣工,填海,正常,上报预警,未监测,违法,无调整,未上报,未通过,已发证,已上报,已通过,0.1696571558713913
项目名称2073,2073,1517,2015-05-01,竣工,填海,正常,已上报,已监测,合法,无调整,未上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称1821,1821,1323,2014-06-01,竣工,填海,超面积,上报预警,未监测,违法,无调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称2079,2079,1520,2012-05-01,竣工,填海,超面积,上报预警,已监测,合法,无调整,已上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称1069,1069,770,2016-05-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称1587,1587,1137,2014-04-01,开工,未填海,正常,上报预警,已监测,合法,无调整,未上报,未通过,已发证,已上报,已通过,0.1696571558713913
项目名称321,321,233,2016-05-01,验收,填海,正常,上报预警,已监测,合法,无调整,未上报,未通过,已发证,已上报,已通过,0.1696571558713913
项目名称2115,2115,1547,2014-06-01,竣工,填海,超面积,上报预警,未监测,违法,无调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称836,836,604,2016-05-01,开工,填海,超面积,上报预警,未监测,合法,无调整,已上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称326,326,235,2016-03-01,开工,填海,正常,上报预警,已监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称329,329,238,2014-05-01,开工,未填海,超面积,上报预警,未监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称588,588,421,2014-04-01,竣工,未填海,超面积,上报预警,未监测,违法,有调整,已上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称1612,1612,1151,2012-05-01,验收,填海,正常,上报预警,未监测,合法,有调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称1875,1875,1365,2016-04-01,竣工,未填海,正常,上报预警,未监测,合法,有调整,已上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称90,90,64,2012-03-01,竣工,填海,正常,上报预警,已监测,合法,无调整,未上报,未通过,已发证,已上报,已通过,0.1696571558713913
项目名称1885,1885,1371,2013-04-01,开工,填海,超面积,上报预警,未监测,违法,有调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称1888,1888,1374,2016-06-01,竣工,填海,正常,上报预警,已监测,违法,有调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称2400,2400,1751,2014-04-01,竣工,未填海,正常,上报预警,已监测,合法,有调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称98,98,69,2014-06-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称2410,2410,1761,2014-06-01,验收,填海,正常,上报预警,未监测,违法,无调整,未上报,未通过,已发证,已上报,已通过,0.1696571558713913
项目名称366,366,262,2015-06-01,开工,填海,超面积,已上报,未监测,违法,无调整,未上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称369,369,265,2015-06-01,竣工,填海,正常,上报预警,未监测,违法,无调整,已上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称882,882,636,2013-04-01,开工,未填海,超面积,上报预警,未监测,违法,有调整,已上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称1907,1907,1395,2015-06-01,竣工,未填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称117,117,79,2014-06-01,竣工,填海,正常,上报预警,未监测,合法,有调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称891,891,644,2015-06-01,开工,填海,超面积,上报预警,已监测,合法,有调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称2173,2173,1589,2011-04-01,开工,未填海,正常,上报预警,已监测,合法,无调整,已上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称2177,2177,1592,2012-05-01,开工,未填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称132,132,93,2015-05-01,开工,填海,正常,已上报,未监测,合法,无调整,未上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称1669,1669,1193,2011-06-01,竣工,填海,正常,上报预警,已监测,合法,有调整,已上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称137,137,96,2014-05-01,竣工,填海,超面积,上报预警,已监测,违法,无调整,未上报,未通过,已发证,已上报,已通过,0.1696571558713913
项目名称906,906,652,2012-04-01,竣工,未填海,正常,上报预警,未监测,合法,有调整,已上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称1930,1930,1412,2012-04-01,竣工,未填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称405,405,292,2011-06-01,竣工,填海,超面积,上报预警,已监测,违法,无调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称151,151,105,2011-05-01,开工,填海,超面积,上报预警,未监测,违法,无调整,已上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称159,159,109,2012-06-01,竣工,填海,正常,上报预警,未监测,合法,有调整,未上报,未通过,已发证,已上报,已通过,0.1696571558713913
项目名称1695,1695,1218,2012-06-01,竣工,填海,正常,已上报,已监测,合法,有调整,未上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称417,417,301,2016-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,未上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称162,162,111,2013-04-01,竣工,填海,正常,上报预警,已监测,合法,无调整,未上报,未通过,已发证,已上报,已通过,0.1696571558713913
项目名称423,423,308,2015-05-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称169,169,114,2012-03-01,验收,未填海,超面积,已上报,已监测,违法,无调整,未上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称2218,2218,1619,2013-03-01,竣工,填海,超面积,已上报,未监测,合法,无调整,未上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称174,174,119,2014-06-01,竣工,未填海,正常,上报预警,已监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称1198,1198,855,2016-06-01,竣工,填海,正常,上报预警,未监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称1199,1199,855,2014-05-01,开工,填海,超面积,上报预警,已监测,合法,无调整,已上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称2225,2225,1624,2012-06-01,竣工,填海,正常,上报预警,未监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称2482,2482,1820,2011-05-01,开工,填海,正常,上报预警,未监测,合法,无调整,未上报,未通过,已发证,已上报,已通过,0.1696571558713913
项目名称438,438,314,2012-05-01,竣工,未填海,正常,上报预警,已监测,违法,无调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称440,440,315,2013-05-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称2488,2488,1826,2013-04-01,竣工,未填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称704,704,502,2015-04-01,竣工,填海,正常,上报预警,已监测,违法,有调整,未上报,未通过,已发证,已上报,已通过,0.1696571558713913
项目名称2016,2016,1469,2014-05-01,竣工,未填海,正常,上报预警,已监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称2274,2274,1658,2012-03-01,竣工,未填海,正常,上报预警,已监测,违法,无调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称1508,1508,1080,2013-05-01,验收,填海,正常,已上报,已监测,合法,有调整,未上报,已通过,已发证,未上报,未通过,0.1696571558713913
项目名称1772,1772,1279,2016-06-01,竣工,填海,正常,上报预警,已监测,合法,无调整,未上报,未通过,已发证,已上报,已通过,0.1696571558713913
项目名称249,249,174,2013-05-01,竣工,未填海,正常,上报预警,已监测,违法,有调整,未上报,已通过,已发证,已上报,未通过,0.1696571558713913
项目名称1018,1018,737,2015-05-01,竣工,填海,正常,上报预警,已监测,违法,无调整,已上报,未通过,已发证,未上报,已通过,0.1696571558713913
项目名称1281,1281,917,2014-03-01,开工,未填海,正常,上报预警,未监测,合法,无调整,未上报,未通过,已发证,未上报,已通过,0.16965703666210175
项目名称530,530,380,2012-05-01,开工,填海,超面积,上报预警,未监测,合法,无调整,未上报,已通过,已发证,未上报,未通过,0.16965703666210175
项目名称2365,2365,1729,2015-05-01,开工,填海,正常,上报预警,已监测,违法,无调整,未上报,已通过,已发证,未上报,未通过,0.16965703666210175
项目名称85,85,63,2015-04-01,竣工,填海,正常,上报预警,已监测,合法,无调整,未上报,已通过,已发证,未上报,未通过,0.16965703666210175
项目名称2157,2157,1576,2012-04-01,竣工,填海,超面积,上报预警,未监测,合法,无调整,未上报,未通过,已发证,未上报,已通过,0.16965703666210175
项目名称2450,2450,1794,2013-06-01,竣工,填海,正常,上报预警,已监测,违法,有调整,未上报,未通过,已发证,未上报,已通过,0.16965703666210175
项目名称233,233,161,2016-06-01,竣工,填海,正常,上报预警,已监测,违法,无调整,未上报,未通过,已发证,未上报,已通过,0.16965703666210175
项目名称1005,1005,729,2014-05-01,竣工,填海,超面积,上报预警,已监测,合法,无调整,未上报,已通过,已发证,未上报,未通过,0.16965703666210175
项目名称2560,2560,1879,2011-06-01,开工,填海,正常,已上报,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称515,515,368,2010-04-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1283,1283,919,2014-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称260,260,183,2014-04-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称516,516,369,2014-06-01,竣工,填海,正常,已上报,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1284,1284,919,2012-05-01,竣工,填海,正常,已上报,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2052,2052,1500,2013-03-01,开工,填海,正常,已上报,已监测,违法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称6,6,5,2011-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1798,1798,1301,2016-05-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称775,775,553,2012-06-01,开工,填海,正常,已上报,已监测,违法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1033,1033,747,2016-06-01,开工,填海,超面积,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称522,522,376,2012-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1034,1034,747,2012-05-01,竣工,未填海,正常,已上报,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2058,2058,1504,2015-05-01,竣工,未填海,正常,已上报,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1292,1292,926,2015-06-01,开工,未填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1548,1548,1110,2016-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1805,1805,1308,2016-06-01,验收,填海,正常,已上报,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称270,270,190,2015-03-01,开工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1038,1038,749,2014-03-01,验收,填海,正常,已上报,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1550,1550,1112,2016-05-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称783,783,560,2014-03-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称528,528,379,2013-05-01,开工,填海,正常,已上报,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1040,1040,750,2015-06-01,开工,未填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称17,17,12,2012-05-01,开工,未填海,正常,已上报,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称273,273,193,2016-05-01,竣工,未填海,超面积,已上报,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2321,2321,1693,2015-05-01,竣工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称786,786,561,2015-02-01,竣工,填海,正常,已上报,已监测,违法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1554,1554,1114,2012-04-01,竣工,未填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2066,2066,1511,2012-05-01,开工,填海,正常,已上报,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2322,2322,1694,2016-05-01,竣工,填海,超面积,已上报,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称19,19,13,2012-04-01,开工,填海,超面积,已上报,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1299,1299,931,2016-05-01,竣工,未填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称276,276,195,2013-04-01,竣工,填海,正常,已上报,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1044,1044,753,2014-05-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2068,2068,1512,2015-05-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1301,1301,932,2016-02-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称22,22,16,2014-04-01,验收,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2326,2326,1697,2013-06-01,开工,填海,超面积,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称279,279,197,2014-02-01,竣工,未填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1816,1816,1319,2014-06-01,开工,填海,正常,已上报,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称25,25,19,2014-06-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称793,793,568,2014-05-01,竣工,未填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2329,2329,1698,2015-06-01,竣工,填海,正常,已上报,已监测,违法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称282,282,201,2012-04-01,验收,未填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称538,538,385,2015-06-01,开工,未填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1306,1306,936,2016-03-01,开工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2074,2074,1518,2015-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2330,2330,1698,2016-04-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1307,1307,937,2016-05-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称28,28,20,2010-06-01,竣工,填海,正常,已上报,已监测,违法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2078,2078,1520,2015-05-01,竣工,填海,正常,已上报,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称799,799,573,2012-05-01,竣工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1311,1311,940,2016-06-01,验收,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称544,544,391,2012-03-01,竣工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1312,1312,940,2015-05-01,竣工,填海,超面积,已上报,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2336,2336,1703,2013-04-01,开工,未填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1569,1569,1125,2013-05-01,开工,填海,正常,已上报,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1058,1058,764,2012-05-01,开工,未填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称547,547,394,2013-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1315,1315,941,2013-05-01,验收,未填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1571,1571,1127,2016-06-01,开工,未填海,正常,已上报,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1828,1828,1329,2014-04-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2084,2084,1523,2014-06-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2340,2340,1708,2012-06-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称805,805,578,2015-06-01,开工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1829,1829,1329,2016-06-01,开工,未填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2341,2341,1709,2010-06-01,开工,未填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2086,2086,1524,2012-05-01,开工,填海,正常,已上报,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称551,551,397,2016-04-01,开工,填海,正常,已上报,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1575,1575,1129,2011-04-01,开工,未填海,正常,已上报,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1831,1831,1330,2010-06-01,竣工,未填海,超面积,已上报,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2343,2343,1711,2011-02-01,开工,填海,正常,已上报,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称296,296,214,2012-05-01,开工,填海,正常,已上报,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1066,1066,767,2015-04-01,开工,未填海,超面积,已上报,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1323,1323,948,2014-05-01,开工,未填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2347,2347,1713,2013-04-01,竣工,未填海,超面积,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称300,300,217,2010-06-01,竣工,未填海,正常,已上报,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1581,1581,1133,2015-05-01,竣工,未填海,超面积,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称814,814,585,2012-04-01,验收,填海,超面积,已上报,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称47,47,33,2014-06-01,开工,未填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称815,815,586,2012-04-01,开工,填海,正常,已上报,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称816,816,587,2016-05-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1072,1072,772,2011-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2352,2352,1718,2011-06-01,竣工,填海,正常,已上报,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称305,305,221,2013-06-01,竣工,填海,超面积,已上报,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2098,2098,1531,2016-04-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称307,307,223,2016-06-01,竣工,未填海,超面积,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称308,308,223,2013-04-01,验收,未填海,正常,已上报,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称564,564,409,2014-06-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1588,1588,1138,2011-05-01,竣工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2356,2356,1721,2016-06-01,竣工,未填海,超面积,已上报,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称54,54,42,2012-05-01,验收,填海,超面积,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1590,1590,1140,2015-05-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1846,1846,1339,2015-05-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2358,2358,1723,2015-04-01,开工,填海,超面积,已上报,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称55,55,43,2015-03-01,开工,未填海,正常,已上报,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称312,312,227,2016-06-01,竣工,未填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1848,1848,1341,2015-06-01,竣工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2104,2104,1537,2014-04-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1850,1850,1341,2012-06-01,开工,填海,正常,已上报,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2106,2106,1539,2014-05-01,验收,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1339,1339,960,2013-06-01,竣工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1595,1595,1144,2014-02-01,开工,填海,超面积,已上报,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2363,2363,1727,2013-05-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称574,574,414,2014-03-01,竣工,未填海,正常,已上报,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1087,1087,782,2014-05-01,开工,填海,超面积,已上报,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1855,1855,1346,2015-04-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1600,1600,1146,2013-02-01,竣工,未填海,正常,已上报,未监测,违法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1345,1345,964,2016-06-01,竣工,填海,正常,已上报,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称1601,1601,1147,2015-04-01,开工,未填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称2369,2369,1732,2012-04-01,竣工,填海,正常,已上报,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
项目名称322,322,233,2015-05-01,竣工,填海,正常,已上报,已监测,违法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000035331788694747956
